Species2,Country2,Speciality2,Source2,Year2,Antifungals,MIC_Interpretation
Candida tropicalis,Portugal,Emergency,Blood culture,2014,Micafungin,Susceptible
Candida tropicalis,Portugal,Emergency,Peritoneal fluid,2014,Caspofungin,Susceptible
Candida tropicalis,Portugal,Emergency,Peritoneal fluid,2014,Voriconazole,Susceptible
Candida albicans,Portugal,Surgery,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Portugal,Emergency,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Portugal,Emergency,Blood culture,2014,Micafungin,Susceptible
Candida glabrata,Turkey,Internal Medicine,Wound/Drainage/Ulcer,2014,Caspofungin,Susceptible
Candida albicans,Turkey,Internal Medicine,Urine/Urinary tract,2014,Fluconazole,Susceptible
Candida albicans,Turkey,Internal Medicine,Urine/Urinary tract,2014,Anidulafungin,Susceptible
Candida albicans,Turkey,Internal Medicine,Urine/Urinary tract,2014,Micafungin,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Caspofungin,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Voriconazole,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Turkey,Internal Medicine,Lower Respiratory Tract,2014,Anidulafungin,Susceptible
Candida albicans,Turkey,Internal Medicine,Lower Respiratory Tract,2014,Micafungin,Susceptible
Candida albicans,Turkey,Internal Medicine,Other,2014,Caspofungin,Susceptible
Candida albicans,Turkey,Internal Medicine,Other,2014,Voriconazole,Susceptible
Candida albicans,Turkey,Unknown,Lower Respiratory Tract,2014,Fluconazole,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Turkey,Internal Medicine,Wound/Drainage/Ulcer,2014,Caspofungin,Susceptible
Candida albicans,Turkey,Internal Medicine,Wound/Drainage/Ulcer,2014,Voriconazole,Susceptible
Candida albicans,Turkey,Internal Medicine,Urine/Urinary tract,2014,Fluconazole,Susceptible
Candida albicans,Turkey,Internal Medicine,Urine/Urinary tract,2014,Anidulafungin,Susceptible
Candida albicans,Turkey,Internal Medicine,Urine/Urinary tract,2014,Micafungin,Susceptible
Candida albicans,Turkey,Internal Medicine,Wound/Drainage/Ulcer,2014,Caspofungin,Susceptible
Candida albicans,Turkey,Internal Medicine,Wound/Drainage/Ulcer,2014,Voriconazole,Susceptible
Candida albicans,Turkey,Internal Medicine,Wound/Drainage/Ulcer,2014,Fluconazole,Susceptible
Candida albicans,Turkey,Internal Medicine,Other,2014,Anidulafungin,Susceptible
Candida albicans,Turkey,Internal Medicine,Other,2014,Micafungin,Susceptible
Candida glabrata,Turkey,Internal Medicine,Genital tract,2014,Anidulafungin,Susceptible
Candida glabrata,Turkey,Internal Medicine,Genital tract,2014,Fluconazole,Intermediate
Candida glabrata,Turkey,Internal Medicine,Genital tract,2014,Micafungin,Susceptible
Candida glabrata,Turkey,Intensive Care Unit,Urine/Urinary tract,2014,Caspofungin,Susceptible
Candida glabrata,Turkey,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Anidulafungin,Susceptible
Candida glabrata,Turkey,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Fluconazole,Intermediate
Candida glabrata,Turkey,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Micafungin,Susceptible
Candida glabrata,Turkey,Intensive Care Unit,Urine/Urinary tract,2014,Caspofungin,Susceptible
Candida glabrata,Turkey,Intensive Care Unit,Urine/Urinary tract,2014,Anidulafungin,Susceptible
Candida glabrata,Turkey,Intensive Care Unit,Urine/Urinary tract,2014,Fluconazole,Intermediate
Candida glabrata,Turkey,Intensive Care Unit,Urine/Urinary tract,2014,Micafungin,Susceptible
Candida parapsilosis,Turkey,Urology/Prostate,Other,2014,Anidulafungin,Intermediate
Candida parapsilosis,Turkey,Urology/Prostate,Other,2014,Caspofungin,Susceptible
Candida parapsilosis,Turkey,Urology/Prostate,Other,2014,Voriconazole,Susceptible
Candida glabrata,Turkey,Infectious Disease,Urine/Urinary tract,2014,Anidulafungin,Susceptible
Candida glabrata,Turkey,Infectious Disease,Urine/Urinary tract,2014,Fluconazole,Intermediate
Candida glabrata,Turkey,Infectious Disease,Urine/Urinary tract,2014,Micafungin,Susceptible
Candida parapsilosis,Turkey,Urology/Prostate,Urine/Urinary tract,2014,Fluconazole,Susceptible
Candida parapsilosis,Turkey,Intensive Care Unit,Blood culture,2014,Anidulafungin,Susceptible
Candida parapsilosis,Turkey,Intensive Care Unit,Blood culture,2014,Micafungin,Susceptible
Candida parapsilosis,Turkey,Urology/Prostate,Urine/Urinary tract,2014,Caspofungin,Susceptible
Candida parapsilosis,Turkey,Urology/Prostate,Urine/Urinary tract,2014,Voriconazole,Susceptible
Candida parapsilosis,Turkey,Urology/Prostate,Urine/Urinary tract,2014,Fluconazole,Susceptible
Candida parapsilosis,Turkey,Internal Medicine,Urine/Urinary tract,2014,Anidulafungin,Susceptible
Candida parapsilosis,Turkey,Internal Medicine,Urine/Urinary tract,2014,Micafungin,Susceptible
Candida tropicalis,Turkey,Intensive Care Unit,Urine/Urinary tract,2014,Caspofungin,Susceptible
Candida tropicalis,Turkey,Intensive Care Unit,Urine/Urinary tract,2014,Voriconazole,Susceptible
Candida tropicalis,Turkey,Intensive Care Unit,Urine/Urinary tract,2014,Fluconazole,Susceptible
Candida albicans,Turkey,Surgery,Urine/Urinary tract,2014,Caspofungin,Susceptible
Candida albicans,Turkey,Surgery,Urine/Urinary tract,2014,Voriconazole,Susceptible
Candida albicans,Spain,General/GI,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Spain,General/GI,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Spain,Intensive Care Unit,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Spain,Intensive Care Unit,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Spain,Intensive Care Unit,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Spain,Intensive Care Unit,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Spain,Intensive Care Unit,Blood culture,2014,Micafungin,Susceptible
Candida parapsilosis,Spain,Surgery,Blood culture,2014,Caspofungin,Susceptible
Candida parapsilosis,Spain,Surgery,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Spain,Internal Medicine,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Spain,Urology/Prostate,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Spain,Urology/Prostate,Blood culture,2014,Voriconazole,Susceptible
Candida parapsilosis,Spain,Internal Medicine,Blood culture,2014,Fluconazole,Susceptible
Candida tropicalis,Hungary,Intensive Care Unit,Blood culture,2014,Anidulafungin,Susceptible
Candida tropicalis,Hungary,Intensive Care Unit,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Hungary,Surgery,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Hungary,Surgery,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Hungary,Intensive Care Unit,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Hungary,Pediatrics/Neonate,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Hungary,Pediatrics/Neonate,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Hungary,Intensive Care Unit,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Hungary,Intensive Care Unit,Blood culture,2014,Voriconazole,Susceptible
Candida tropicalis,Hungary,Intensive Care Unit,Blood culture,2014,Anidulafungin,Susceptible
Candida tropicalis,Hungary,Intensive Care Unit,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Hungary,Intensive Care Unit,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Hungary,Intensive Care Unit,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Hungary,Intensive Care Unit,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Hungary,Intensive Care Unit,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Hungary,Intensive Care Unit,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Hungary,Surgery,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Hungary,Surgery,Blood culture,2014,Voriconazole,Susceptible
Candida parapsilosis,Hungary,Internal Medicine,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Hungary,Internal Medicine,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Hungary,Internal Medicine,Blood culture,2014,Micafungin,Susceptible
Candida parapsilosis,Hungary,Pediatrics/Neonate,Blood culture,2014,Caspofungin,Susceptible
Candida parapsilosis,Hungary,Pediatrics/Neonate,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Hungary,Neurosurgery,Blood culture,2014,Fluconazole,Susceptible
Candida glabrata,Hungary,Surgery,Blood culture,2014,Anidulafungin,Susceptible
Candida glabrata,Hungary,Surgery,Blood culture,2014,Fluconazole,Intermediate
Candida glabrata,Hungary,Surgery,Blood culture,2014,Micafungin,Susceptible
Candida tropicalis,Hungary,Pediatrics/Neonate,Blood culture,2014,Caspofungin,Susceptible
Candida tropicalis,Hungary,Pediatrics/Neonate,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Hungary,Internal Medicine,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Hungary,Internal Medicine,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Hungary,Intensive Care Unit,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Hungary,Intensive Care Unit,Blood culture,2014,Voriconazole,Susceptible
Candida tropicalis,Hungary,Cardiothoracic/Pulmonary,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Hungary,Internal Medicine,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Hungary,Internal Medicine,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Hungary,Internal Medicine,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Hungary,Internal Medicine,Blood culture,2014,Voriconazole,Susceptible
Candida parapsilosis,Hungary,Internal Medicine,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Hungary,Surgery,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Hungary,Surgery,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Sweden,Pediatrics/Neonate,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Sweden,Pediatrics/Neonate,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Mexico,Unknown,Blood culture,2014,Fluconazole,Susceptible
Candida glabrata,Mexico,Unknown,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Fluconazole,Susceptible
Candida parapsilosis,USA,Unknown,Unknown,2014,Micafungin,Susceptible
Candida glabrata,USA,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Fluconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Anidulafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Micafungin,Susceptible
Candida parapsilosis,USA,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida parapsilosis,USA,Unknown,Unknown,2014,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Fluconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Anidulafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Micafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Anidulafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Micafungin,Susceptible
Candida glabrata,USA,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Fluconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Anidulafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Micafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Voriconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Fluconazole,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Anidulafungin,Susceptible
Candida albicans,USA,Unknown,Unknown,2014,Micafungin,Susceptible
Candida krusei,USA,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida krusei,USA,Unknown,Unknown,2014,Voriconazole,Susceptible
Candida glabrata,USA,Unknown,Unknown,2014,Anidulafungin,Susceptible
Candida glabrata,USA,Unknown,Unknown,2014,Fluconazole,Intermediate
Candida glabrata,USA,Unknown,Unknown,2014,Micafungin,Susceptible
Candida glabrata,USA,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida glabrata,USA,Unknown,Unknown,2014,Anidulafungin,Susceptible
Candida glabrata,USA,Unknown,Unknown,2014,Micafungin,Susceptible
Candida parapsilosis,USA,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida parapsilosis,USA,Unknown,Unknown,2014,Voriconazole,Susceptible
Candida parapsilosis,USA,Unknown,Unknown,2014,Anidulafungin,Susceptible
Candida parapsilosis,USA,Unknown,Unknown,2014,Micafungin,Susceptible
Candida glabrata,USA,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida albicans,Germany,Internal Medicine,Abscess (pus),2014,Caspofungin,Susceptible
Candida albicans,Germany,Internal Medicine,Abscess (pus),2014,Voriconazole,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Mexico,Surgery,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Mexico,Surgery,Blood culture,2014,Voriconazole,Susceptible
Candida parapsilosis,Mexico,Internal Medicine,Blood culture,2014,Fluconazole,Susceptible
Candida parapsilosis,Mexico,Internal Medicine,Blood culture,2014,Anidulafungin,Susceptible
Candida parapsilosis,Mexico,Internal Medicine,Blood culture,2014,Micafungin,Susceptible
Candida tropicalis,Mexico,Surgery,Peritoneal fluid,2014,Caspofungin,Susceptible
Candida tropicalis,Mexico,Surgery,Peritoneal fluid,2014,Voriconazole,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2014,Micafungin,Susceptible
Candida parapsilosis,Mexico,Hematology/Oncology,Cerebrospinal fluid,2014,Caspofungin,Susceptible
Candida parapsilosis,Mexico,Hematology/Oncology,Cerebrospinal fluid,2014,Voriconazole,Susceptible
Candida albicans,Mexico,Surgery,Peritoneal fluid,2014,Fluconazole,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Mexico,Pediatrics/Neonate,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Mexico,Surgery,Peritoneal fluid,2014,Caspofungin,Susceptible
Candida albicans,Mexico,Surgery,Peritoneal fluid,2014,Voriconazole,Susceptible
Candida tropicalis,Mexico,Surgery,Blood culture,2014,Fluconazole,Susceptible
Candida krusei,Mexico,Surgery,Blood culture,2014,Anidulafungin,Susceptible
Candida krusei,Mexico,Surgery,Blood culture,2014,Micafungin,Susceptible
Candida glabrata,Mexico,Pediatrics/Neonate,Blood culture,2014,Caspofungin,Susceptible
Candida tropicalis,Mexico,Surgery,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Mexico,Internal Medicine,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Mexico,Internal Medicine,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Mexico,Surgery,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Mexico,Surgery,Blood culture,2014,Voriconazole,Susceptible
Candida glabrata,Ireland,Intensive Care Unit,Tracheal aspirate,2014,Anidulafungin,Susceptible
Candida glabrata,Ireland,Intensive Care Unit,Tracheal aspirate,2014,Fluconazole,Intermediate
Candida glabrata,Ireland,Intensive Care Unit,Tracheal aspirate,2014,Micafungin,Susceptible
Candida parapsilosis,Ireland,Intensive Care Unit,Blood culture,2014,Caspofungin,Susceptible
Candida parapsilosis,Ireland,Intensive Care Unit,Blood culture,2014,Voriconazole,Susceptible
Candida tropicalis,Ireland,Unknown,Sputum,2014,Anidulafungin,Susceptible
Candida tropicalis,Ireland,Unknown,Sputum,2014,Micafungin,Susceptible
Candida albicans,Ireland,Hematology/Oncology,Wound/Drainage/Ulcer,2014,Fluconazole,Susceptible
Aspergillus fumigatus,Ireland,Emergency,Skin/Soft Tissue,2014,Voriconazole,Susceptible
Candida glabrata,Ireland,Intensive Care Unit,Tracheal aspirate,2014,Anidulafungin,Susceptible
Candida glabrata,Ireland,Intensive Care Unit,Tracheal aspirate,2014,Fluconazole,Intermediate
Candida glabrata,Ireland,Intensive Care Unit,Tracheal aspirate,2014,Micafungin,Susceptible
Aspergillus fumigatus,Ireland,Internal Medicine,Sputum,2014,Voriconazole,Susceptible
Candida tropicalis,Ireland,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Fluconazole,Susceptible
Candida tropicalis,Ireland,Internal Medicine,Sputum,2014,Anidulafungin,Susceptible
Candida tropicalis,Ireland,Internal Medicine,Sputum,2014,Micafungin,Susceptible
Candida parapsilosis,Ireland,Emergency,"Ears,nose,throat",2014,Anidulafungin,Intermediate
Candida parapsilosis,Ireland,Emergency,"Ears,nose,throat",2014,Caspofungin,Susceptible
Candida parapsilosis,Ireland,Emergency,"Ears,nose,throat",2014,Voriconazole,Susceptible
Candida albicans,Ireland,Intensive Care Unit,Blood culture,2014,Fluconazole,Susceptible
Aspergillus fumigatus,Ireland,Internal Medicine,Bronchoalveolar lavage/wash,2014,Voriconazole,Susceptible
Candida albicans,Ireland,Intensive Care Unit,Tracheal aspirate,2014,Anidulafungin,Susceptible
Candida albicans,Ireland,Intensive Care Unit,Tracheal aspirate,2014,Micafungin,Susceptible
Candida glabrata,Ireland,Intensive Care Unit,Tracheal aspirate,2014,Caspofungin,Susceptible
Candida glabrata,Ireland,Internal Medicine,Sputum,2014,Anidulafungin,Susceptible
Candida glabrata,Ireland,Internal Medicine,Sputum,2014,Fluconazole,Intermediate
Candida glabrata,Ireland,Internal Medicine,Sputum,2014,Micafungin,Susceptible
Candida albicans,Ireland,Intensive Care Unit,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Ireland,Intensive Care Unit,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Ireland,Hematology/Oncology,Plueral fluid,2014,Caspofungin,Susceptible
Candida albicans,Ireland,Hematology/Oncology,Plueral fluid,2014,Voriconazole,Susceptible
Candida glabrata,Ireland,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Anidulafungin,Susceptible
Candida glabrata,Ireland,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Fluconazole,Intermediate
Candida glabrata,Ireland,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Micafungin,Susceptible
Candida parapsilosis,Ireland,Intensive Care Unit,Blood culture,2014,Anidulafungin,Susceptible
Candida parapsilosis,Ireland,Intensive Care Unit,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Ireland,Intensive Care Unit,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Ireland,Intensive Care Unit,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Ireland,Internal Medicine,Sputum,2014,Anidulafungin,Susceptible
Candida albicans,Ireland,Internal Medicine,Sputum,2014,Micafungin,Susceptible
Candida glabrata,Ireland,Hematology/Oncology,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Ireland,Internal Medicine,Bronchoalveolar lavage/wash,2014,Fluconazole,Susceptible
Candida albicans,Ireland,Internal Medicine,Bronchoalveolar lavage/wash,2014,Caspofungin,Susceptible
Candida albicans,Ireland,Internal Medicine,Bronchoalveolar lavage/wash,2014,Voriconazole,Susceptible
Candida albicans,Ireland,Intensive Care Unit,Sputum,2014,Fluconazole,Susceptible
Candida glabrata,Ireland,Intensive Care Unit,Sputum,2014,Anidulafungin,Susceptible
Candida glabrata,Ireland,Intensive Care Unit,Sputum,2014,Fluconazole,Intermediate
Candida glabrata,Ireland,Intensive Care Unit,Sputum,2014,Micafungin,Susceptible
Candida tropicalis,Ireland,Internal Medicine,Bronchoalveolar lavage/wash,2014,Caspofungin,Susceptible
Candida tropicalis,Ireland,Internal Medicine,Bronchoalveolar lavage/wash,2014,Voriconazole,Susceptible
Candida albicans,Ireland,Unknown,Unknown,2014,Fluconazole,Susceptible
Candida albicans,Italy,Critical Care Unit,Unknown,2014,Fluconazole,Susceptible
Candida albicans,Italy,General/GI,Unknown,2014,Anidulafungin,Susceptible
Candida albicans,Italy,General/GI,Unknown,2014,Micafungin,Susceptible
Candida albicans,Italy,Neurology,Unknown,2014,Caspofungin,Susceptible
Candida albicans,Italy,Neurology,Unknown,2014,Voriconazole,Susceptible
Candida parapsilosis,Italy,General/GI,Unknown,2014,Fluconazole,Susceptible
Candida tropicalis,Italy,General/GI,Unknown,2014,Anidulafungin,Susceptible
Candida tropicalis,Italy,General/GI,Unknown,2014,Micafungin,Susceptible
Candida albicans,Italy,Critical Care Unit,Unknown,2014,Caspofungin,Susceptible
Candida albicans,Italy,Critical Care Unit,Unknown,2014,Voriconazole,Susceptible
Candida tropicalis,Italy,General/GI,Unknown,2014,Fluconazole,Susceptible
Candida parapsilosis,Italy,General/GI,Unknown,2014,Anidulafungin,Susceptible
Candida parapsilosis,Italy,General/GI,Unknown,2014,Micafungin,Susceptible
Candida parapsilosis,Italy,General/GI,Unknown,2014,Caspofungin,Susceptible
Candida parapsilosis,Italy,General/GI,Unknown,2014,Voriconazole,Susceptible
Candida parapsilosis,Italy,General/GI,Unknown,2014,Fluconazole,Susceptible
Candida parapsilosis,Italy,General/GI,Unknown,2014,Anidulafungin,Susceptible
Candida parapsilosis,Italy,General/GI,Unknown,2014,Micafungin,Susceptible
Candida albicans,Italy,General/GI,Unknown,2014,Caspofungin,Susceptible
Candida albicans,Italy,General/GI,Unknown,2014,Voriconazole,Susceptible
Candida parapsilosis,Italy,General/GI,Unknown,2014,Fluconazole,Susceptible
Candida albicans,Italy,Infectious Disease,Unknown,2014,Anidulafungin,Susceptible
Candida albicans,Italy,Infectious Disease,Unknown,2014,Micafungin,Susceptible
Candida albicans,Italy,Pediatrics/Neonate,Unknown,2014,Caspofungin,Susceptible
Candida albicans,Italy,Pediatrics/Neonate,Unknown,2014,Voriconazole,Susceptible
Candida albicans,Italy,General/GI,Unknown,2014,Fluconazole,Susceptible
Candida albicans,Italy,General/GI,Unknown,2014,Anidulafungin,Susceptible
Candida albicans,Italy,General/GI,Unknown,2014,Micafungin,Susceptible
Candida albicans,Italy,General/GI,Unknown,2014,Caspofungin,Susceptible
Candida albicans,Italy,General/GI,Unknown,2014,Voriconazole,Susceptible
Candida parapsilosis,Italy,Neurology,Unknown,2014,Fluconazole,Susceptible
Candida parapsilosis,Italy,Orthopedics,Unknown,2014,Anidulafungin,Susceptible
Candida parapsilosis,Italy,Orthopedics,Unknown,2014,Micafungin,Susceptible
Candida albicans,Italy,General/GI,Unknown,2014,Fluconazole,Susceptible
Candida albicans,Italy,Internal Medicine,Unknown,2014,Anidulafungin,Susceptible
Candida albicans,Italy,Internal Medicine,Unknown,2014,Micafungin,Susceptible
Candida albicans,Italy,Internal Medicine,Unknown,2014,Caspofungin,Susceptible
Candida albicans,Italy,Internal Medicine,Unknown,2014,Voriconazole,Susceptible
Candida parapsilosis,Romania,Pediatrics/Neonate,Blood culture,2014,Anidulafungin,Susceptible
Candida parapsilosis,Romania,Pediatrics/Neonate,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Romania,Intensive Care Unit,Tracheal aspirate,2014,Fluconazole,Susceptible
Candida albicans,Romania,Infectious Disease,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Romania,Infectious Disease,Blood culture,2014,Voriconazole,Susceptible
Candida tropicalis,Romania,Pediatrics/Neonate,Blood culture,2014,Fluconazole,Susceptible
Candida parapsilosis,Romania,Pediatrics/Neonate,Blood culture,2014,Anidulafungin,Susceptible
Candida parapsilosis,Romania,Pediatrics/Neonate,Blood culture,2014,Micafungin,Susceptible
Candida parapsilosis,Romania,Pediatrics/Neonate,Blood culture,2014,Anidulafungin,Intermediate
Candida parapsilosis,Romania,Pediatrics/Neonate,Blood culture,2014,Caspofungin,Susceptible
Candida parapsilosis,Romania,Pediatrics/Neonate,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Romania,Neurosurgery,Cerebrospinal fluid,2014,Fluconazole,Susceptible
Candida parapsilosis,Romania,Pediatrics/Neonate,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Romania,Intensive Care Unit,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Romania,Intensive Care Unit,Blood culture,2014,Voriconazole,Susceptible
Aspergillus fumigatus,Brazil,Internal Medicine,Eye/conjunctiva,2014,Voriconazole,Susceptible
Aspergillus fumigatus,Brazil,Internal Medicine,Sputum,2014,Voriconazole,Susceptible
Aspergillus fumigatus,Brazil,Internal Medicine,Bronchoalveolar lavage/wash,2014,Voriconazole,Susceptible
Candida glabrata,France,Intensive Care Unit,Blood culture,2014,Anidulafungin,Susceptible
Candida glabrata,France,Intensive Care Unit,Blood culture,2014,Fluconazole,Intermediate
Candida glabrata,France,Intensive Care Unit,Blood culture,2014,Micafungin,Susceptible
Candida albicans,France,Urology/Prostate,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,France,Urology/Prostate,Blood culture,2014,Voriconazole,Susceptible
Candida glabrata,France,Geriatics,Blood culture,2014,Anidulafungin,Susceptible
Candida glabrata,France,Geriatics,Blood culture,2014,Fluconazole,Intermediate
Candida glabrata,France,Geriatics,Blood culture,2014,Micafungin,Susceptible
Candida albicans,France,Intensive Care Unit,Blood culture,2014,Fluconazole,Susceptible
Candida tropicalis,France,Intensive Care Unit,Blood culture,2014,Anidulafungin,Susceptible
Candida tropicalis,France,Intensive Care Unit,Blood culture,2014,Micafungin,Susceptible
Candida tropicalis,France,Intensive Care Unit,Blood culture,2014,Caspofungin,Susceptible
Candida tropicalis,France,Intensive Care Unit,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,France,Geriatics,Blood culture,2014,Fluconazole,Susceptible
Candida glabrata,France,Urology/Prostate,Blood culture,2014,Anidulafungin,Susceptible
Candida glabrata,France,Urology/Prostate,Blood culture,2014,Fluconazole,Intermediate
Candida glabrata,France,Urology/Prostate,Blood culture,2014,Micafungin,Susceptible
Candida albicans,France,Intensive Care Unit,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,France,Intensive Care Unit,Blood culture,2014,Voriconazole,Susceptible
Candida glabrata,France,Intensive Care Unit,Blood culture,2014,Anidulafungin,Susceptible
Candida glabrata,France,Intensive Care Unit,Blood culture,2014,Fluconazole,Intermediate
Candida glabrata,France,Intensive Care Unit,Blood culture,2014,Micafungin,Susceptible
Candida albicans,France,Geriatics,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,France,Geriatics,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,France,Intensive Care Unit,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,France,Geriatics,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,France,Geriatics,Blood culture,2014,Micafungin,Susceptible
Candida glabrata,France,Geriatics,Blood culture,2014,Caspofungin,Susceptible
Candida tropicalis,France,Internal Medicine,Blood culture,2014,Fluconazole,Susceptible
